CDC73	22.4	-0.242493627392958	decrease
CPR7	28	0.0794344674944049	nochange
CYT1	18.2	-0.542053909251865	decrease
FOB1	36.5	0.461904104316818	increase
GPA2	34.9	0.397234676759091	increase
GPR1	34.3	0.372216216722251	increase
HOG1	24.2	-0.130985312175967	decrease
HPR1	9.8	-1.43513870533535	decrease
HPR5	16.1	-0.718931671335944	decrease
HSC82	25.1	-0.0783049954997895	nochange
HSP104	32.4	0.290001453434063	increase
HXK2	34.7	0.388943303127700	increase
LAG1	27.8	0.0690925232729459	nochange
LAG2	28.8	0.120076451991751	increase
MPT5	17.8	-0.574115118484164	decrease
PDE2	18.6	-0.51068973834253	decrease
PHB1	13.8	-0.941324092672392	decrease
PHB2	14.3	-0.889977212672172	decrease
PNC1	27	0.0269670476002694	nochange
RAD16	24	-0.142957953842043	decrease
RAD52	9.9	-1.42049192937095	decrease
RAS1	28.4	0.0998985700541205	nochange
RAS2	18.3	-0.534148711166519	decrease
RPD3	26.75	0.0135465318379479	nochange
RTG2	20.1	-0.398796858271633	decrease
RTG3	24.8	-0.0956522390636863	nochange
SCH9	37.1	0.485426827170242	increase
SCP1	26.4	-0.00545443009210809	nochange
SGS1	10.9	-1.28166422467364	decrease
SIN3	18.9	-0.487606125229489	decrease
SIP2	28.5	0.104969559601542	increase
SIR2	13.9	-0.930907476727054	decrease
SIR3	23.8	-0.155030786142618	decrease
SIR4	24.3	-0.125036045844781	decrease
SLT2	24.3	-0.125036045844781	decrease
SNF4	21.7	-0.288297317006082	decrease
SOD1	2.8	-3.24249362739296	decrease
SOD2	28.6	0.110022787327828	increase
SOH1	20.2	-0.391637066698767	decrease
SSD1	24.8	-0.0956522390636863	nochange
UTH1	29.4	0.149823795385803	increase
ZDS1	27.7	0.0638936165986268	nochange
ZDS2	29.5	0.154722594798642	increase
